Sales_Rep,Business,Age,Female,Years,College,Personality,Certficates,Feedback,Salary,Referral Score,,
6006,Software,54,1,6,Yes,Analyst,4,3.68,107200,9,0,2
6007,Software,39,1,2,Yes,Analyst,2,2.24,59200,4,0,2
6008,Hardware,33,0,6,Yes,Diplomat,3,2.79,107000,8,0,2
6009,Software,24,0,2,No,Diplomat,0,1.26,25000,7,0,2
6010,Hardware,37,0,2,Yes,Diplomat,4,2.54,97000,8,0,2
6011,Hardware,37,0,2,Yes,Sentinel,1,2.97,50000,5,0,2
6012,Software,27,0,3,Yes,Diplomat,1,2.62,66000,6,0,2
6013,Software,35,0,1,Yes,Explorer,5,2.98,61000,9,0,2
6014,Hardware,33,0,1,Yes,Explorer,3,1.37,57000,6,0,2
6015,Software,38,1,2,Yes,Explorer,2,3.9,81400,8,0,2
6016,Software,50,0,3,No,Explorer,2,2.84,87000,7,0,2
6017,Software,31,0,2,Yes,Explorer,5,3.73,101000,8,0,2
6018,Software,31,0,2,Yes,Explorer,2,2.58,68000,9,0,2
6019,Software,54,1,1,Yes,Diplomat,3,2.86,76200,7,0,2
6020,Software,33,1,1,Yes,Diplomat,5,2.06,74400,7,0,2
6021,Hardware,61,1,2,Yes,Explorer,1,3.45,45800,3,0,2
6022,Hardware,25,1,2,Yes,Diplomat,3,2.12,51000,3,0,2
6023,Hardware,41,1,8,Yes,Explorer,2,4,68800,8,0,2
6024,Software,27,0,1,Yes,Explorer,1,2.02,55000,4,0,2
6025,Software,39,0,9,Yes,Explorer,5,1.99,127000,9,0,2
6026,Software,23,0,1,Yes,Explorer,3,3.35,51000,4,0,2
6027,Hardware,64,1,7,Yes,Diplomat,4,2.59,90200,7,0,2
6028,Software,39,1,2,Yes,Diplomat,3,1.39,63200,3,0,2
6029,Software,51,0,2,Yes,Analyst,5,1.18,94000,5,0,2
6030,Software,49,0,1,No,Explorer,5,3.65,131000,10,0,2
6031,Software,34,0,2,Yes,Analyst,1,2.59,49000,2,0,2
6032,Hardware,57,1,1,Yes,Explorer,2,1.23,66600,9,0,2
6033,Software,51,0,1,Yes,Diplomat,3,2.53,72000,9,0,2
6034,Hardware,27,0,8,Yes,Diplomat,6,4,116000,9,0,2
6035,Hardware,46,1,7,Yes,Diplomat,0,2.98,69800,8,0,2
6036,Software,49,0,3,Yes,Diplomat,5,2.87,60000,8,0,2
6037,Hardware,31,1,1,Yes,Diplomat,3,2.39,74800,9,0,2
6038,Hardware,63,0,1,Yes,Diplomat,3,2.31,78000,7,0,2
6039,Software,53,1,1,Yes,Analyst,1,1.36,72400,4,0,2
6040,Hardware,37,0,1,Yes,Explorer,2,2.23,62000,5,0,2
6041,Software,45,0,1,Yes,Explorer,4,2.73,93000,9,0,2
6042,Software,24,1,2,Yes,Explorer,1,1.6,53200,4,0,2
6043,Hardware,47,1,2,Yes,Explorer,2,1.5,88600,10,0,2
6044,Software,50,1,1,Yes,Diplomat,6,3.62,91000,9,0,2
6045,Hardware,58,0,2,No,Diplomat,3,3.19,90000,9,0,2
6046,Hardware,31,1,2,No,Analyst,4,3.55,60800,6,0,2
6047,Hardware,65,0,1,Yes,Analyst,4,3.02,57000,5,0,2
6048,Software,50,0,2,Yes,Explorer,4,2.49,91000,10,0,2
6049,Software,55,0,2,Yes,Diplomat,1,2.71,98000,6,0,2
6050,Software,30,1,2,Yes,Diplomat,6,2.57,63000,9,0,2
6051,Software,45,0,1,No,Explorer,6,1.63,103000,8,0,2
6052,Hardware,45,1,2,Yes,Explorer,1,2.76,69000,8,0,2
6053,Software,42,0,1,No,Diplomat,4,3.74,121000,6,0,2
6054,Software,47,1,2,Yes,Explorer,2,2.85,68600,7,0,2
6055,Hardware,29,1,2,Yes,Explorer,2,3.81,89200,5,0,2
6056,Software,41,0,1,Yes,Explorer,4,1.63,114000,5,0,2
6057,Software,21,0,4,No,Diplomat,1,2.82,29000,6,0,2
6058,Software,44,1,9,No,Analyst,1,1.99,34200,4,0,2
6059,Hardware,34,0,2,Yes,Explorer,0,1.79,56000,5,0,2
6060,Hardware,59,0,2,No,Explorer,6,1.19,85000,6,0,2
6061,Hardware,35,1,1,No,Explorer,2,3.09,48000,6,0,2
6062,Hardware,55,0,2,Yes,Diplomat,5,1.22,107000,9,0,2
6063,Software,47,1,2,Yes,Sentinel,2,1.86,49600,3,0,2
6064,Software,43,0,2,Yes,Diplomat,3,3.54,95000,7,0,2
6065,Software,31,1,2,Yes,Analyst,4,2.4,64800,6,0,2
6066,Hardware,37,1,2,Yes,Explorer,3,1.44,64600,4,0,2
6067,Hardware,43,1,2,Yes,Diplomat,4,2.97,86400,8,0,2
6068,Software,44,1,1,No,Diplomat,4,3.92,101200,9,0,2
6069,Software,51,0,1,Yes,Sentinel,4,3.45,89000,7,0,2
6070,Hardware,59,0,2,Yes,Explorer,2,2.31,105000,4,0,2
6071,Hardware,57,0,10,Yes,Explorer,5,2.1,107000,10,0,2
6072,Hardware,29,0,2,No,Sentinel,4,3.66,64000,3,0,2
6073,Software,47,0,1,Yes,Diplomat,3,3.43,98000,10,0,2
6074,Hardware,58,1,1,Yes,Explorer,5,1.58,99400,7,0,2
6075,Software,47,0,7,Yes,Explorer,2,3.72,106000,10,0,2
6076,Software,50,1,1,Yes,Analyst,3,1.84,55000,4,0,2
6077,Software,29,1,5,Yes,Diplomat,6,3.3,110200,9,0,2
6078,Software,44,1,1,Yes,Diplomat,6,3.54,139200,9,0,2
6079,Hardware,30,0,1,No,Diplomat,5,2.64,89000,9,0,2
6080,Hardware,48,1,7,Yes,Diplomat,1,4,90400,10,0,2
6081,Software,36,0,1,Yes,Sentinel,5,3.74,95000,7,0,2
6082,Hardware,57,0,1,Yes,Analyst,2,2.14,55000,2,0,2
6083,Software,47,0,1,No,Diplomat,5,2.54,101000,10,0,2
6084,Hardware,53,0,1,Yes,Explorer,3,1.51,95000,5,0,2
6085,Software,23,1,2,Yes,Explorer,5,3.92,90400,9,0,2
6086,Software,33,1,1,Yes,Explorer,5,2.15,91400,7,0,2
6087,Hardware,26,0,1,Yes,Analyst,2,2,36000,2,0,2
6088,Hardware,45,0,2,Yes,Diplomat,3,3.42,121000,8,0,2
6089,Hardware,33,1,1,Yes,Sentinel,4,2.74,65400,8,0,2
6090,Software,26,0,2,Yes,Explorer,3,3.44,100000,9,0,2
6091,Software,56,1,2,No,Sentinel,2,2.35,32800,4,0,2
6092,Software,36,0,1,Yes,Diplomat,1,2.29,53000,4,0,2
6093,Hardware,31,0,4,Yes,Diplomat,6,2.41,80000,9,0,2
6094,Software,25,1,8,Yes,Explorer,0,1.39,58000,8,0,2
6095,Hardware,37,0,3,No,Analyst,0,3.18,47000,6,0,2
6096,Software,35,0,2,Yes,Explorer,3,1.61,70000,4,0,2
6097,Software,21,1,2,Yes,Explorer,3,3.42,59800,7,0,2
6098,Software,45,1,1,No,Sentinel,6,3.56,76000,5,0,2
6099,Hardware,63,1,6,Yes,Sentinel,3,2.62,59400,7,0,2
6100,Software,45,0,1,Yes,Explorer,3,2.05,78000,10,0,2
6101,Hardware,31,1,2,Yes,Diplomat,5,3.05,82800,7,0,2
6102,Software,30,1,1,Yes,Explorer,1,1.81,60000,5,0,2
6103,Hardware,41,0,1,Yes,Explorer,0,2.08,60000,3,0,2
6104,Software,34,1,2,Yes,Explorer,2,3.68,94200,8,0,2
6105,Software,38,0,1,Yes,Explorer,3,3,69000,5,0,2
6106,Hardware,27,0,4,Yes,Explorer,1,4,54000,8,0,2
6107,Hardware,49,0,9,No,Analyst,0,2.67,60000,5,0,2
6108,Software,25,0,2,No,Sentinel,0,3.36,33000,2,0,2
6109,Software,51,1,1,Yes,Diplomat,2,3.03,108800,9,0,2
6110,Software,41,0,2,No,Explorer,1,3.84,73000,6,0,2
6111,Hardware,47,0,2,Yes,Explorer,2,3.28,84000,5,0,2
6112,Software,40,0,6,Yes,Sentinel,2,3.83,70000,9,0,2
6113,Software,41,0,1,Yes,Diplomat,2,2.49,71000,5,0,2
6114,Software,33,0,6,Yes,Diplomat,3,2.87,93000,8,0,2
6115,Software,50,0,1,No,Diplomat,3,3.2,99000,7,0,2
6116,Hardware,24,0,1,Yes,Analyst,3,2.89,50000,2,0,2
6117,Software,33,1,1,Yes,Diplomat,2,3.56,71400,8,0,2
6118,Software,24,0,2,Yes,Diplomat,3,1.55,70000,7,0,2
6119,Hardware,64,0,5,Yes,Diplomat,2,3.11,62000,9,0,2
6120,Software,23,0,1,Yes,Sentinel,3,3.78,62000,4,0,2
6121,Hardware,54,0,3,Yes,Sentinel,0,3.95,76000,5,0,2
6122,Hardware,51,0,1,Yes,Sentinel,4,4,104000,9,0,2
6123,Software,50,1,1,Yes,Explorer,2,1.18,68000,3,0,2
6124,Software,43,0,1,Yes,Explorer,2,1.4,95000,4,0,2
6125,Software,27,0,1,Yes,Diplomat,3,1.52,66000,8,0,2
6126,Software,29,0,9,Yes,Explorer,5,2.68,87000,10,0,2
6127,Software,41,0,2,Yes,Sentinel,2,1.57,69000,4,0,2
6128,Software,54,1,1,Yes,Sentinel,3,3.77,79200,6,0,2
6129,Hardware,33,0,8,Yes,Explorer,2,3.43,71000,6,0,2
6130,Hardware,38,0,5,Yes,Sentinel,0,2.73,49000,4,0,2
6131,Hardware,32,0,1,Yes,Diplomat,3,1.45,61000,5,0,2
6132,Software,41,0,3,Yes,Sentinel,5,3.67,111000,10,0,2
6133,Software,44,1,1,No,Diplomat,2,2.3,76200,8,1,2
6134,Software,38,0,4,Yes,Explorer,3,1.29,68000,6,1,2
6135,Hardware,35,0,1,Yes,Explorer,3,2.83,99000,10,1,2
6136,Software,29,0,4,No,Explorer,2,3.12,68000,6,1,2
6137,Software,34,1,1,Yes,Analyst,2,1.77,55200,3,1,2
6138,Software,21,0,4,Yes,Sentinel,3,3.74,54000,7,1,2
6139,Software,44,0,1,Yes,Diplomat,4,3.54,67000,10,1,2
6140,Software,22,0,2,No,Diplomat,4,2.12,51000,9,1,2
6141,Hardware,59,0,2,Yes,Analyst,0,2.21,47000,2,1,2
6142,Software,53,0,2,Yes,Explorer,0,3.83,68000,7,1,2
6143,Software,24,1,1,Yes,Diplomat,3,3.25,53200,7,1,2
6144,Software,33,0,2,Yes,Explorer,1,3.58,50000,6,1,2
6145,Hardware,53,0,1,Yes,Explorer,2,3.28,92000,9,1,2
6146,Hardware,49,0,2,Yes,Explorer,2,3.28,82000,6,1,2
6147,Software,49,1,2,Yes,Diplomat,4,3.86,90200,10,1,2
6148,Software,26,1,1,Yes,Explorer,1,3.84,80800,6,1,2
6149,Software,37,0,2,Yes,Explorer,1,2.76,90000,5,1,2
6150,Software,45,0,1,Yes,Analyst,0,2.25,52000,4,1,2
6151,Hardware,53,0,1,Yes,Diplomat,3,1.45,99000,7,1,2
6152,Software,35,1,2,Yes,Diplomat,1,3.03,69000,9,1,2
6153,Software,48,0,1,Yes,Explorer,3,2.13,80000,9,1,2
6154,Hardware,53,1,4,Yes,Diplomat,2,3.28,87400,8,1,2
6155,Software,45,0,1,Yes,Sentinel,6,2.05,88000,4,1,2
6156,Software,35,0,2,Yes,Diplomat,0,1.78,68000,4,1,2
6157,Software,26,0,1,Yes,Explorer,1,2.79,65000,4,1,2
6158,Software,33,1,2,No,Sentinel,4,3.55,53400,6,1,2
6159,Hardware,51,0,2,Yes,Sentinel,4,1.4,83000,4,1,2
6160,Software,54,1,2,Yes,Explorer,5,1.7,47200,6,1,2
6161,Software,46,0,2,No,Sentinel,2,3.14,67000,5,1,2
6162,Software,41,1,5,Yes,Explorer,4,3.77,91800,10,1,2
6163,Hardware,34,0,13,Yes,Diplomat,4,3.76,150000,9,1,2
6164,Software,35,0,8,Yes,Analyst,4,3.64,87000,9,1,2
6165,Hardware,50,0,1,Yes,Diplomat,3,1.9,84000,8,1,2
6166,Software,56,0,5,No,Explorer,4,1.21,70000,6,1,2
6167,Hardware,37,1,1,Yes,Diplomat,1,3.14,65600,8,1,2
6168,Hardware,24,0,1,Yes,Diplomat,4,2.79,63000,5,1,2
6169,Hardware,27,1,1,Yes,Sentinel,4,3.19,59600,5,1,2
6170,Hardware,48,0,2,No,Analyst,2,3.95,82000,5,1,2
6171,Software,52,0,2,Yes,Sentinel,2,2.08,60000,6,1,2
6172,Software,30,1,2,Yes,Diplomat,6,2.63,122000,9,1,2
6173,Software,48,0,1,Yes,Diplomat,4,2.52,100000,9,1,2
6174,Software,44,1,5,Yes,Sentinel,1,1.47,43200,4,1,2
6175,Hardware,57,0,12,Yes,Diplomat,3,2.66,72000,8,1,2
6176,Software,37,0,4,Yes,Explorer,2,2.34,86000,5,1,2
6177,Hardware,45,0,4,Yes,Explorer,6,3.66,155000,8,1,2
6178,Hardware,29,1,1,No,Explorer,5,2.27,65200,7,1,2
6179,Software,44,1,2,Yes,Diplomat,1,3.66,89200,8,1,2
6180,Software,41,1,1,Yes,Diplomat,4,3.92,96800,9,1,2
6181,Hardware,46,1,8,Yes,Explorer,5,3.72,116800,9,1,2
6182,Software,25,1,5,Yes,Diplomat,0,3.68,56000,7,1,2
6183,Software,48,0,2,Yes,Analyst,4,2.42,88000,4,1,2
6184,Software,35,0,1,Yes,Explorer,3,1.74,98000,5,1,2
6185,Software,34,1,1,Yes,Explorer,3,3.1,89200,7,1,2
6186,Software,37,0,1,Yes,Explorer,3,2.68,109000,9,1,2
6187,Software,51,0,2,Yes,Diplomat,1,1.57,65000,3,1,2
6188,Software,41,0,2,Yes,Sentinel,4,3.16,50000,5,1,2
6189,Hardware,51,0,2,No,Explorer,3,2.02,74000,3,1,2
6190,Software,49,1,1,Yes,Analyst,0,1.8,55200,3,1,2
6191,Software,36,1,2,Yes,Explorer,5,3.53,142800,8,1,2
6192,Hardware,37,1,2,No,Analyst,2,3.26,48600,5,1,2
6193,Software,55,0,1,Yes,Sentinel,2,2.73,50000,5,1,2
6194,Software,42,1,2,Yes,Diplomat,4,3.54,41600,6,1,2
6195,Hardware,42,0,1,Yes,Sentinel,2,3.48,66000,4,1,2
6196,Software,35,0,10,Yes,Sentinel,4,2.68,65000,5,1,2
6197,Software,26,0,2,No,Sentinel,3,2.31,34000,3,1,2
6198,Hardware,33,0,9,Yes,Explorer,1,2.1,84000,7,1,2
6199,Hardware,60,1,6,Yes,Diplomat,0,1.35,52000,8,1,2
6200,Software,23,0,2,Yes,Explorer,6,3.31,85000,9,1,2
6201,Hardware,55,1,1,Yes,Diplomat,4,1.94,111000,8,1,2
6202,Hardware,29,1,3,Yes,Analyst,3,2.79,56200,3,1,2
6203,Hardware,64,0,1,No,Sentinel,3,2.26,49000,3,1,2
6204,Hardware,29,0,5,Yes,Sentinel,4,2.33,61000,4,1,2
6205,Software,35,0,1,Yes,Sentinel,4,3.84,100000,6,1,2
6206,Software,28,1,1,No,Explorer,1,2.25,46400,5,1,2
6207,Software,31,0,2,Yes,Diplomat,4,4,89000,9,1,2
6208,Software,34,0,8,Yes,Sentinel,1,1.84,54000,4,1,2
6209,Hardware,48,1,2,Yes,Diplomat,2,4,80400,10,1,2
6210,Hardware,34,1,1,Yes,Diplomat,5,1.59,82200,7,1,2
6211,Software,39,1,2,Yes,Explorer,1,3.99,90200,5,1,2
6212,Software,55,0,2,Yes,Diplomat,6,1.32,128000,9,1,2
6213,Software,35,1,1,No,Explorer,3,3.15,64000,6,1,2
6214,Software,40,0,1,Yes,Explorer,4,2.21,69000,9,1,2
6215,Hardware,49,1,1,Yes,Explorer,0,3.78,95200,5,1,2
6216,Hardware,31,1,2,Yes,Analyst,5,1.64,62800,6,1,2
6217,Software,43,1,2,Yes,Analyst,1,1.62,57400,4,1,2
6218,Software,27,0,10,No,Explorer,1,3.97,55000,10,1,2
6219,Software,55,0,3,Yes,Explorer,3,1.44,84000,8,1,2
6220,Software,51,0,2,Yes,Explorer,3,1.59,87000,6,1,2
6221,Software,42,0,2,No,Diplomat,1,1.85,60000,4,1,2
6222,Hardware,46,1,2,Yes,Explorer,1,1.74,54800,4,1,2
6223,Software,45,0,3,No,Analyst,1,3.22,36000,2,1,2
6224,Software,49,0,2,Yes,Analyst,4,1.32,55000,7,1,2
6225,Software,56,1,2,Yes,Explorer,2,2.62,63800,7,1,2
6226,Hardware,40,0,2,No,Explorer,2,3.33,104000,7,1,2
6227,Software,23,0,6,Yes,Sentinel,3,2.54,48000,7,1,2
6228,Software,45,1,1,Yes,Sentinel,1,3.47,68000,5,1,2
6229,Software,46,1,2,Yes,Explorer,1,2.06,69800,6,1,2
6230,Software,41,1,12,Yes,Explorer,6,3.96,136800,10,1,2
6231,Software,51,1,1,Yes,Diplomat,3,3.69,91800,8,1,2
6232,Hardware,56,0,1,No,Diplomat,2,1.36,72000,5,1,2
6233,Hardware,43,1,2,Yes,Explorer,2,2.27,91400,6,1,2
6234,Hardware,38,1,1,Yes,Sentinel,0,2.22,43400,4,1,2
6235,Software,23,0,1,Yes,Explorer,2,1.87,58000,8,1,2
6236,Software,29,0,2,Yes,Explorer,3,3.91,68000,9,1,2
6237,Hardware,49,1,1,No,Explorer,4,1.56,89200,10,1,2
6238,Hardware,65,0,8,Yes,Explorer,1,2.98,69000,5,1,2
6239,Hardware,63,1,2,Yes,Explorer,2,1.93,54400,5,1,2
6240,Software,51,1,5,Yes,Explorer,3,2.14,81800,5,1,2
6241,Software,32,0,1,Yes,Explorer,3,1.85,53000,7,1,2
6242,Hardware,26,1,9,Yes,Explorer,5,2.29,73800,9,1,2
6243,Hardware,59,1,1,Yes,Explorer,2,1.47,73200,6,1,2
6244,Software,27,1,1,Yes,Explorer,4,2.12,56600,9,1,2
6245,Software,52,0,2,Yes,Explorer,6,2.12,85000,4,1,2
6246,Software,28,1,2,Yes,Explorer,3,2.18,49400,6,1,2
6247,Hardware,24,0,7,No,Sentinel,2,1.81,56000,5,1,2
6248,Software,41,0,2,Yes,Diplomat,3,2.09,83000,5,1,2
6249,Software,32,0,2,Yes,Sentinel,3,2.42,63000,4,1,2
6250,Software,27,0,2,Yes,Explorer,5,2.55,98000,8,1,2
6251,Hardware,38,1,1,Yes,Diplomat,1,3.49,66400,7,1,2
6252,Software,33,0,4,Yes,Explorer,3,3.99,79000,9,1,2
6253,Hardware,60,0,8,No,Analyst,1,2.96,57000,4,1,2
6254,Hardware,60,1,2,Yes,Diplomat,2,1.23,54000,4,1,2
6255,Software,42,0,2,Yes,Explorer,0,3.04,48000,5,1,2
6256,Software,29,1,2,Yes,Diplomat,4,3.6,81200,10,1,2
6257,Hardware,63,0,4,Yes,Analyst,6,2.14,78000,6,1,2
6258,Software,31,0,1,Yes,Diplomat,1,3.38,66000,4,1,2
6259,Hardware,28,1,4,Yes,Sentinel,3,2.79,52400,4,1,2
6260,Software,40,0,2,Yes,Sentinel,5,3.28,125000,6,1,2
6261,Hardware,43,0,2,Yes,Explorer,1,1.37,62000,4,1,2
6262,Hardware,51,0,1,No,Sentinel,1,3.43,62000,4,1,2
6263,Software,55,1,2,Yes,Sentinel,4,3.76,101000,10,1,2
6264,Hardware,49,0,11,Yes,Explorer,1,2.74,116000,10,1,2
6265,Hardware,61,0,2,Yes,Sentinel,5,2.48,111000,6,1,2
6266,Hardware,32,0,1,No,Explorer,1,3.91,47000,5,1,2
6267,Hardware,38,0,4,No,Explorer,4,3.46,83000,9,1,2
6268,Software,30,1,1,No,Explorer,0,3.86,52000,6,1,2
6269,Software,28,0,1,Yes,Sentinel,3,2.62,81000,5,1,2
6270,Hardware,63,0,5,Yes,Sentinel,1,2.55,72000,4,1,2
6271,Software,40,0,2,Yes,Explorer,5,1.62,64000,6,1,2
6272,Software,32,1,1,Yes,Analyst,0,2.94,50600,6,1,2
6273,Software,28,0,1,Yes,Sentinel,3,1.93,63000,4,1,2
6274,Hardware,40,1,5,Yes,Diplomat,1,1.92,64000,9,1,2
6275,Hardware,41,0,2,Yes,Analyst,2,2.89,86000,5,1,2
6276,Hardware,45,0,1,No,Sentinel,4,3.31,61000,3,1,2
6277,Software,31,0,1,No,Diplomat,3,1.69,55000,6,1,2
6278,Software,48,1,4,Yes,Explorer,3,3.67,99400,10,1,2
6279,Software,35,0,1,Yes,Sentinel,3,3.63,65000,5,1,2
6280,Software,33,1,1,Yes,Diplomat,4,3.58,87400,7,1,2
6281,Software,34,1,2,Yes,Diplomat,0,3.44,65200,4,1,2
6282,Software,42,0,1,No,Explorer,5,2.18,59000,4,1,2
6283,Software,27,0,1,Yes,Diplomat,1,2.11,45000,5,1,2
6284,Hardware,38,1,1,Yes,Diplomat,3,3.26,81400,9,1,2
6285,Software,29,0,1,Yes,Explorer,3,2.31,84000,9,1,2
6286,Software,40,1,2,Yes,Sentinel,4,3.27,66000,7,1,2
6287,Software,30,1,1,Yes,Diplomat,0,2.33,49000,2,1,2
6288,Hardware,59,0,5,Yes,Explorer,1,4,96000,6,1,2
6289,Hardware,39,1,2,Yes,Sentinel,2,1.25,57200,5,1,2
6290,Software,34,1,2,Yes,Explorer,2,3,58200,5,1,2
6291,Software,28,1,1,Yes,Analyst,0,1.35,32400,3,1,2
6292,Software,33,1,2,No,Explorer,2,1.64,39400,5,1,2
6293,Software,51,1,1,Yes,Explorer,1,2.84,78800,4,1,2
6294,Hardware,39,1,2,No,Sentinel,2,2.24,40200,3,1,2
6295,Hardware,24,0,1,Yes,Analyst,2,1.72,29000,3,1,2
6296,Hardware,48,0,2,Yes,Diplomat,2,3.44,73000,10,1,2
6297,Software,55,0,1,Yes,Sentinel,2,2.45,75000,4,1,2
6298,Hardware,60,1,2,No,Explorer,4,2.98,56000,10,1,2
6299,Hardware,35,1,1,Yes,Diplomat,6,1.79,106000,8,1,2
6300,Software,36,1,1,Yes,Explorer,2,2.38,50800,5,1,2
6301,Hardware,54,0,1,Yes,Diplomat,1,3.09,85000,5,1,2
6302,Software,52,1,7,Yes,Explorer,0,1.54,53600,7,1,2
6303,Hardware,41,1,1,No,Analyst,2,2.21,52800,4,1,2
6304,Software,40,0,10,Yes,Sentinel,5,3.12,61000,5,1,2
6305,Hardware,64,1,1,Yes,Diplomat,1,2.52,57200,5,1,2
6306,Software,31,1,2,Yes,Explorer,2,3.76,63800,10,1,2
6307,Hardware,42,1,5,Yes,Sentinel,3,3.9,90600,7,1,2
6308,Software,38,1,2,Yes,Diplomat,4,3.82,98400,9,1,2
6309,Software,37,0,1,Yes,Explorer,1,2.01,87000,3,1,2
6310,Software,34,0,2,Yes,Diplomat,4,3.77,131000,9,1,2
6311,Hardware,32,1,1,Yes,Analyst,1,4,64600,5,1,2
6312,Software,32,1,1,Yes,Explorer,5,1.24,75600,7,1,2
6313,Software,31,1,2,Yes,Sentinel,1,2.3,48800,4,1,2
6314,Hardware,35,0,3,Yes,Diplomat,5,1.31,96000,5,1,2
6315,Hardware,52,0,9,Yes,Diplomat,1,2.19,60000,5,1,2
6316,Hardware,43,0,7,Yes,Analyst,5,3.73,70000,4,1,2
6317,Hardware,61,0,1,Yes,Explorer,2,2.82,67000,5,1,2
6318,Hardware,25,1,1,No,Explorer,0,2.35,39000,3,1,2
6319,Software,35,0,1,Yes,Sentinel,3,1.82,56000,4,1,2
6320,Software,42,0,2,Yes,Explorer,4,2.22,98000,6,1,2
6321,Hardware,35,0,2,Yes,Explorer,1,3.97,84000,10,1,2
6322,Hardware,56,0,7,No,Diplomat,2,1.77,70000,8,1,2
6323,Software,56,1,1,Yes,Sentinel,5,2.18,52800,6,1,2
6324,Hardware,35,0,3,Yes,Diplomat,1,1.9,67000,7,1,2
6325,Software,46,0,11,Yes,Explorer,3,1.83,108000,9,1,2
6326,Hardware,63,0,2,No,Explorer,1,4,79000,7,1,2
6327,Hardware,45,1,1,Yes,Analyst,3,2.65,89000,6,1,2
6328,Software,26,0,2,No,Diplomat,5,3.02,76000,9,1,2
6329,Hardware,55,1,2,No,Explorer,2,1.87,46000,5,1,2
6330,Hardware,25,1,1,Yes,Analyst,2,4,56000,5,1,2
6331,Software,44,0,1,Yes,Diplomat,5,3.17,115000,10,1,2
6332,Hardware,25,0,2,No,Analyst,2,3.46,35000,5,1,2
6333,Hardware,24,0,2,Yes,Explorer,2,2.09,55000,4,1,2
6334,Hardware,49,1,1,Yes,Analyst,2,3.02,80200,7,1,2
6335,Software,24,0,2,Yes,Explorer,2,2.7,50000,6,1,2
6336,Software,53,1,1,No,Sentinel,1,2.41,38400,3,1,2
6337,Hardware,47,1,1,No,Diplomat,0,2.93,48600,4,1,2
6338,Hardware,48,0,2,No,Analyst,2,2.57,66000,5,1,2
6339,Software,47,1,2,Yes,Diplomat,6,1.9,96600,10,1,2
6340,Hardware,42,1,1,No,Diplomat,1,1.71,59600,5,1,2
6341,Software,24,1,1,Yes,Diplomat,2,1.98,57200,8,1,2
6342,Software,40,0,10,No,Explorer,5,2.4,93000,8,1,2
6343,Software,39,1,2,Yes,Diplomat,1,1.47,80200,5,1,2
6344,Hardware,36,0,2,Yes,Diplomat,6,1.29,100000,7,1,2
6345,Software,47,1,1,Yes,Diplomat,5,1.28,81600,5,1,2
6346,Hardware,34,0,9,Yes,Diplomat,3,1.16,72000,9,1,2
6347,Software,49,0,1,Yes,Analyst,1,3.07,56000,5,1,2
6348,Hardware,33,1,2,Yes,Explorer,5,3.83,94400,10,1,2
6349,Hardware,27,1,1,Yes,Explorer,3,3.61,77600,8,1,2
6350,Hardware,51,0,4,Yes,Diplomat,2,2.75,102000,3,1,2
6351,Software,46,0,2,No,Sentinel,2,3.64,56000,5,1,2
6352,Hardware,42,0,2,No,Diplomat,6,1.94,90000,10,1,2
6353,Hardware,52,0,2,Yes,Explorer,5,2.7,94000,8,1,2
6354,Software,21,0,2,Yes,Sentinel,2,1.86,34000,4,1,2
6355,Hardware,41,0,2,No,Analyst,0,3.29,38000,2,1,2
6356,Hardware,25,1,4,Yes,Diplomat,5,1.91,88000,7,1,2
6357,Software,40,1,1,Yes,Explorer,5,2.71,85000,8,1,2
6358,Software,34,1,2,Yes,Explorer,2,3.72,78200,7,1,2
6359,Software,41,1,7,Yes,Explorer,3,2.02,103800,10,1,2
6360,Hardware,63,1,4,Yes,Sentinel,1,3.88,38400,2,1,2
6361,Software,32,1,1,Yes,Explorer,2,2.96,63600,7,1,2
6362,Software,23,0,2,Yes,Diplomat,3,3.18,50000,7,1,2
6363,Software,49,1,2,Yes,Diplomat,3,2.37,65200,6,1,2
6364,Software,50,0,1,Yes,Diplomat,1,1.27,51000,3,1,2
6365,Hardware,60,0,2,No,Diplomat,4,4,89000,8,1,2
6366,Hardware,27,0,2,Yes,Analyst,2,2.5,58000,4,1,2
6367,Hardware,38,1,8,Yes,Diplomat,5,2.39,79400,9,1,2
6368,Hardware,44,1,2,No,Analyst,1,4,68200,9,1,2
6369,Software,53,0,1,Yes,Explorer,2,2.15,67000,5,1,2
6370,Hardware,45,1,1,Yes,Explorer,2,3.34,71000,3,1,2
6371,Software,54,0,1,Yes,Explorer,4,2.07,118000,8,1,2
6372,Hardware,27,1,10,No,Analyst,4,3.14,53600,6,1,2
6373,Software,48,0,1,Yes,Diplomat,0,3.64,94000,4,1,2
6374,Hardware,35,0,1,Yes,Analyst,4,2.6,62000,4,1,2
6375,Hardware,37,1,8,Yes,Diplomat,0,2.4,49600,6,1,2
6376,Hardware,64,0,5,Yes,Diplomat,1,1.91,67000,8,1,2
6377,Software,46,1,7,Yes,Diplomat,4,2.85,79800,8,1,2
6378,Software,48,1,2,Yes,Explorer,5,1.78,87400,10,1,2
6379,Hardware,43,0,2,Yes,Explorer,1,4,107000,7,1,2
6380,Hardware,26,0,1,No,Diplomat,3,3.93,66000,9,1,2
6381,Hardware,27,0,2,No,Explorer,1,1.16,42000,4,1,2
6382,Software,55,1,2,Yes,Sentinel,5,1.73,66000,6,1,2
6383,Software,36,0,2,Yes,Analyst,4,2.1,62000,4,1,2
